country,year,indicator,value
Kuwait,2014,Accommodation for visitors (hotels and similar establishments)   (000),10.0
Kuwait,2014,Food and beverage serving activities   (000),45.0
Kuwait,2014,Passenger transportation   (000),9.0
Kuwait,2014,Travel agencies and other reservation services activities   (000),3.0
Kuwait,2014,Other tourism industries   (000),4.0
Kuwait,2014,Number of employees by status in employment & gender   (000),71.0
Kuwait,2014,Male   (000),61.0
Kuwait,2014,Female   (000),9.0
Kuwait,2014,Nationals   (000),3.0
Kuwait,2014,Other nationalities other than above   (000),68.0
Oman,2015,Gross fixed capital formation of  monetary indicators   (US$ Mn),17.02257163541984
Oman,2015,Average length of stay   (Night),318.0
Oman,2015,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),3195.0580485471232
Oman,2015,Inbound trips   (%),1288.0228987819348
Oman,2015,With package tour   (%),1907.0351497651889
Oman,2015,With package tour   (%),16691.0
Oman,2015,Without package tour   (%),25966.0
Oman,2015,Outbound trips   (%),46.91365215588054
Oman,2015,Compensation of employees of other reservation service activities   (US$ Mn),369.6443486843405
Oman,2015,Other GCC nationals   (000),11.053
Oman,2015,Outbound tourism expenditure over imports of goods and services   (%),1907.0351497651889
Oman,2015,Outbound tourism expenditure over Balance of Payments current account debits   (%),1907.0351497651889
Oman,2015,Gross travel propensity   (%),2.7880768079071507
Oman,2015,8_9_2 Proportion of jobs in sustainable tourism industries out of total tourism jobs   (%),1.829841368638677
Oman,2015,12_b_1 Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools   (%),0.44293066379164864
Saudi Arabia,2015,Inbound Tourism from Middle East  (000) — Middle East,3236.62
Saudi Arabia,2015,Inbound Tourism from Other not classified  (000) — Other Countries,31.368
Oman,2015,Inbound Tourism from Europe  (000) — Aruba,527.3034874828439
Oman,2015,Inbound Tourism from Middle East  (000) — Middle East,0.0
Oman,2015,Inbound Tourism from Other not classified  (000) — Other Countries,10.436834487148896
Oman,2015,Total number of tourists by main Purpose of Trips   (000),1908.8591738956934
Kuwait,2015,Inbound Tourism from Other not classified  (000) — Other Countries,2.017
Kuwait,2015,Total number of tourists by main Purpose of Trips   (000),125.827
Kuwait,2015,Personal   (000),81.202
Kuwait,2015,"holidays, leisure and recreation   (000)",28.81
Kuwait,2015,other personal purposes   (000),52.391999999999996
Kuwait,2015,Business and professional   (000),44.625
Bahrain,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Other Countries,0.0
Emirates,2015,Total number of inbound visitors (000),17472.0
Emirates,2015,Total number of tourists   (000),17472.0
Emirates,2015,Number of tourists arriving according to groups of countries coming from them,17472.300000000003
Emirates,2015,Inbound Tourism from GCC (000) — Gulf Cooperation Council,3781.0
Emirates,2015,Guests   (000),17472.0
Emirates,2015,Guests in hotels and similar establishments   (000),14846.0
Emirates,2015,Overnights   (Night),56916.0
Emirates,2015,Overnights in hotels and similar establishments   (Night),56916.0
Emirates,2015,Total expenditure by type expenditure   (US$ Mn),17481.27978216474
Emirates,2015,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),13985.023825731792
Emirates,2015,International Passenger transport   (US$ Mn),3496.2559564329476
Emirates,2015,Expenditure by type of tourist   (US$ Mn),13985.023825731792
Emirates,2015,Expenditure by main purpose of the trip   (US$ Mn),13985.023825731792
Emirates,2015,Personal   (US$ Mn),14192.421245419735
Emirates,2015,Business and professional   (US$ Mn),3288.858536745004
Emirates,2015,Total number of tourists   (000),3945.0
Emirates,2015,Total number of tourists by main Purpose of Trips   (000),3945.0
Emirates,2015,Personal   (000),3550.5000000000005
Emirates,2015,"holidays, leisure and recreation   (000)",2520.855
Emirates,2015,other personal purposes   (000),1029.6450000000002
Emirates,2015,Business and professional   (000),394.49999999999983
Emirates,2015,Total number of tourist by method of arrival   (000),3945.0
Emirates,2015,Air   (000),197.25
Emirates,2015,Water   (000),3747.75
Emirates,2015,Total guests   (000),10517.0
Emirates,2015,Guests in all types of accommodatio   (000),3945.0
Emirates,2015,Guests in hotels and similar establishments   (000),6572.0
Emirates,2015,Overnights   (Night),30658.0
Emirates,2015,Overnights in all types of accommodation   (Night),12851.0
Emirates,2015,Overnights in hotels and similar establishments   (Night),17807.0
Emirates,2015,Total number of departing visitors (000),17890.0
Emirates,2015,Total number of tourists   (000),17407.0
Emirates,2015,Same-day Visitor   (000),484.0
Emirates,2015,Total expenditure by type expenditure   (US$ Mn),16637.0
Emirates,2015,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),13310.0
Emirates,2015,International Passenger transport   (US$ Mn),3327.0
Emirates,2015,Number of Establishments   (Unit),1056.0
Emirates,2015,Total number of tourist establishments   (Unit),1056.0
Emirates,2015,Accommodation for visitors (hotels and similar establishments)   (Unit),1056.0
Emirates,2015,Number of rooms in accommodation services by type   (Room),148632.0
Emirates,2015,Number of beds in accommodation services (bed),297264.0
Emirates,2015,Occupancy rate of rooms / apartments in furnished apartments   (%),0.75
Emirates,2015,Average length of stay   (Night),3.26
Emirates,2015,Available capacity (bed-places per 1000 inhabitants)   (Bed/1000 Inhabitant),32.091907325743485
Emirates,2015,Output of accommodation for visitors (hotels and similar establishments)   (US$ Mn),8885.0
Emirates,2015,Inbound trips   (%),17472.0
Emirates,2015,With package tour   (%),3371.947354831835
Emirates,2015,Without package tour   (%),14100.652645168166
Emirates,2015,Domestic trips   (%),3945.0
Emirates,2015,Without package tour   (%),3945.0
Emirates,2015,Inbound tourism expenditure over GDP   (%),4.881121005459523
Emirates,2015,Outbound tourism expenditure over GDP   (%),4.645455647150054
Emirates,2015,Tourism balance (inbound minus outbound tourism expenditure) over GDP   (%),0.3000000000000007
Emirates,2015,"Tourism openness (inbound plus outbound tourism expenditure, over GDP)   (%)",9.5
Emirates,2015,Tourism coverage (inbound over outbound tourism expenditure)   (%),105.07302999338823
Emirates,2015,Inbound tourism expenditure over exports of goods and services   (%),4.839074395115701
Emirates,2015,Inbound tourism expenditure over Balance of Payments current account credits   (%),99.53488372093025
Emirates,2015,Outbound tourism expenditure over imports of services   (%),20.319255071499832
Emirates,2015,Outbound tourism expenditure over imports of goods and services   (%),6.248082626035381
Emirates,2015,Inbound tourists (Intra Tourism)  (000) — Gulf Cooperation Council,3781.0
Bahrain,2015,Total number of inbound visitors (000),9670.0
Bahrain,2015,Total number of tourists   (000),3964.0
Bahrain,2015,Same-day Visitor   (000),5706.0
Bahrain,2015,Number of tourists arriving according to groups of countries coming from them,3963.5620792185437
Bahrain,2015,Inbound Tourism from GCC (000) — Gulf Cooperation Council,3582.0
Bahrain,2015,Inbound Tourism from KSA  (000) — Saudi Arabia,2891.0
Bahrain,2015,Inbound Tourism from Americas  (000) — America,60.0
Bahrain,2015,Inbound Tourism from  Asia and the Pacific  (000) — Asia and Pacific,140.0
Bahrain,2015,Inbound Tourism from Europe  (000) — Aruba,111.0
Bahrain,2015,Inbound Tourism from Middle East  (000) — Middle East,64.0
Bahrain,2015,Inbound Tourism from Other not classified  (000) — Other Countries,6.56207921854374
Bahrain,2015,Total number of tourists by main Purpose of Trips   (000),3964.0
Bahrain,2015,Personal   (000),3415.0
Bahrain,2015,"holidays, leisure and recreation   (000)",1614.0
Bahrain,2015,other personal purposes   (000),1801.0
Bahrain,2015,Business and professional   (000),549.0
Bahrain,2015,Total number of tourist by method of arrival   (000),3964.0
Bahrain,2015,Air   (000),1030.0
Bahrain,2015,Land   (000),2934.0
Bahrain,2015,Water   (000),0.0
Bahrain,2015,Guests   (000),3964.0398740588216
Bahrain,2015,Guests in all types of accommodatio   (000),3964.0398740588216
Bahrain,2015,Guests in hotels and similar establishments   (000),2904.923495716738
Bahrain,2015,Overnights   (Night),8966.0
Bahrain,2015,Overnights in all types of accommodation   (Night),8966.0
Bahrain,2015,Overnights in hotels and similar establishments   (Night),6682.0
Bahrain,2015,Total expenditure by type expenditure   (US$ Mn),2827.0
Bahrain,2015,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),2705.0
Bahrain,2015,International Passenger transport   (US$ Mn),122.0
Bahrain,2015,Expenditure by type of tourist   (US$ Mn),2827.0
Bahrain,2015,Expenditure of tourist   (US$ Mn),2061.0
Bahrain,2015,Expenditure of same-day tourist   (US$ Mn),766.0
Bahrain,2015,Expenditure by main purpose of the trip   (US$ Mn),2827.0
Bahrain,2015,Personal   (US$ Mn),2211.0
Bahrain,2015,Business and professional   (US$ Mn),616.0
Bahrain,2015,Total number of local visitors (000),0.0
Bahrain,2015,Total number of tourists by main Purpose of Trips   (000),0.0
Bahrain,2015,Personal   (000),0.0
Bahrain,2015,Total guests   (000),0.0
Bahrain,2015,Overnights   (Night),0.0
Bahrain,2015,Tourism Expenditure   (US$ Mn),0.0
Bahrain,2015,Expenditure by main purpose of the trip   (US$ Mn),0.0
Bahrain,2015,Total number of departing visitors (000),4740.0
Bahrain,2015,Total number of tourists   (000),3676.0
Bahrain,2015,Same-day Visitor   (000),1064.0
Bahrain,2015,"Number of departing tourists, according to their departing destinations (000)",3676.0
Bahrain,2015,Outbound Tourism from GCC  (000) — Gulf Cooperation Council,2744.0
Bahrain,2015,Outbound Tourism from Americas  (000) — America,68.0
Bahrain,2015,Outbound Tourism from  Asia and the Pacific  (000) — Asia and Pacific,415.0
Bahrain,2015,Outbound Tourism from Europe  (000) — Aruba,233.0
Bahrain,2015,Outbound Tourism from Middle East  (000) — Middle East,210.0
Bahrain,2015,Outbound Tourism from Other not classified  (000) — Other Countries,6.0
Bahrain,2015,Total number of tourists by main Purpose of Trips   (000),3676.0
Bahrain,2015,Personal   (000),3343.0
Bahrain,2015,"holidays, leisure and recreation   (000)",879.0
Bahrain,2015,other personal purposes   (000),2464.0
Bahrain,2015,Business and professional   (000),333.0
Bahrain,2015,Total number of tourist by method of arrival   (000),3676.0
Bahrain,2015,Air   (000),1484.0
Bahrain,2015,Land   (000),2192.0
Bahrain,2015,Total expenditure by type expenditure   (US$ Mn),4939.0
Bahrain,2015,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),4342.0
Bahrain,2015,International Passenger transport   (US$ Mn),597.0
Bahrain,2015,Expenditure by type of tourist   (US$ Mn),4939.0
Bahrain,2015,Expenditure of tourist   (US$ Mn),4749.0
Bahrain,2015,Expenditure of same-day tourist   (US$ Mn),190.0
Bahrain,2015,Expenditure by main purpose of the trip   (US$ Mn),0.0
Bahrain,2015,Number of Establishments   (Unit),203.0
Bahrain,2015,Total number of tourist establishments   (Unit),203.0
Bahrain,2015,Accommodation for visitors (hotels and similar establishments)   (Unit),111.0
Bahrain,2015,Other accommodation services   (Unit),92.0
Bahrain,2015,Number of rooms in accommodation services by type   (Room),13518.0
Bahrain,2015,Number of beds in accommodation services (bed),20153.0
Bahrain,2015,Occupancy rate of rooms / apartments in furnished apartments   (%),0.46
Bahrain,2015,Average length of stay   (Night),1.747356517334925
Bahrain,2015,Available capacity (bed-places per 1000 inhabitants)   (Bed/1000 Inhabitant),14.69
Bahrain,2015,Total number of emloyees in all  accommodation   (000),22.0
Bahrain,2015,Total number of emloyees in all  accommodation   (000),15.0
Bahrain,2015,Accommodation for visitors (hotels and similar establishments)   (000),15.0
Bahrain,2015,Food and beverage serving activities   (000),2.0
Bahrain,2015,Passenger transportation   (000),1.0
Bahrain,2015,Travel agencies and other reservation services activities   (000),2.0
Bahrain,2015,Other tourism industries   (000),2.0
Bahrain,2015,Nationals   (000),4.0
Bahrain,2015,Other nationalities other than above   (000),19.0
Bahrain,2015,8_9_1 Tourism direct GDP as a proportion of total GDP and in growth rate   (%),5.2
Bahrain,2015,Inbound tourists (Intra Tourism)  (000) — Gulf Cooperation Council,3582.378195085849
Bahrain,2015,Inbound tourists (Intra Tourism)  (000) — Emirates,75.36519160322196
Bahrain,2015,Inbound tourists (Intra Tourism)  (000) — Saudi Arabia,2890.94664501605
Bahrain,2015,Inbound tourists (Intra Tourism)  (000) — Oman,75.8803445538916
Bahrain,2015,Inbound tourists (Intra Tourism)  (000) — Qatar,161.933756255119
Bahrain,2015,Inbound tourists (Intra Tourism)  (000) — Kuwait,378.25225765756664
Bahrain,2015,Inbound tourists (Intra Tourism)  (000) — Other Countries,381.6616789729659
Bahrain,2015,Same day visitors coming (Intra Tourism)(000) — Gulf Cooperation Council,5647.570949844551
Bahrain,2015,Same day visitors coming (Intra Tourism)(000) — Emirates,2.9161745242500454
Bahrain,2015,Same day visitors coming (Intra Tourism)(000) — Saudi Arabia,5620.816754324267
Bahrain,2015,Same day visitors coming (Intra Tourism)(000) — Oman,2.936107810146061
Bahrain,2015,Same day visitors coming (Intra Tourism)(000) — Qatar,6.2658514436405435
Bahrain,2015,Same day visitors coming (Intra Tourism)(000) — Kuwait,14.636061742247373
Bahrain,2015,Same day visitors coming (Intra Tourism)(000) — Other Countries,58.02473172614218
Bahrain,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Gulf Cooperation Council,4865.273160449669
Bahrain,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Saudi Arabia,4865.273160449669
Bahrain,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Saudi Arabia,1019.8055907635381
Bahrain,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Saudi Arabia,751.7278712956874
Bahrain,2015,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Saudi Arabia,2890.946645016053
Bahrain,2015,Inbound tourists by Air (Intra Tourism) (000) — Saudi Arabia,335.25784457406604
Bahrain,2015,Inbound tourists by land (Intra Tourism)  (000) — Saudi Arabia,2555.688800441987
Bahrain,2015,Inbound tourists by Personal reasons (Intra Tourism) (000) — Saudi Arabia,2582.6440984348783
Bahrain,2015,Inbound tourists by Business and professional reason (Intra Tourism)  (000) — Saudi Arabia,308.0
Saudi Arabia,2015,Total number of inbound visitors (000),21834.11762125466
Saudi Arabia,2015,Total number of tourists   (000),17994.224958628132
Saudi Arabia,2015,Same-day Visitor   (000),3839.892662626529
Saudi Arabia,2015,Number of tourists arriving according to groups of countries coming from them,17994.225958627965
Saudi Arabia,2015,Inbound Tourism from GCC (000) — Gulf Cooperation Council,6698.666395957357
Saudi Arabia,2015,Inbound Tourism from UAE  (000) — Emirates,1194.0319382706816
Saudi Arabia,2015,Inbound Tourism from  Bahrain  (000) — Bahrain,1702.92964752668
Saudi Arabia,2015,Inbound Tourism from Oman  (000) — Oman,273.76380542483207
Saudi Arabia,2015,Inbound Tourism from Qatar  (000) — Qatar,1155.6778362892996
Saudi Arabia,2015,Inbound Tourism from Kuwait  (000) — Kuwait,2372.2631684460334
Saudi Arabia,2015,Inbound Tourism Africa  (000) — Africa,1139.288
Saudi Arabia,2015,Inbound Tourism from Americas  (000) — America,284.44
Saudi Arabia,2015,Inbound Tourism from  Asia and the Pacific  (000) — Asia and Pacific,5223.326
Saudi Arabia,2015,Inbound Tourism from Europe  (000) — Aruba,1380.521
Saudi Arabia,2015,Total number of tourists by main Purpose of Trips   (000),17994.225958628147
Saudi Arabia,2015,Personal   (000),16113.65050651701
Saudi Arabia,2015,"holidays, leisure and recreation   (000)",1560.6650639217985
Saudi Arabia,2015,other personal purposes   (000),14552.98544259521
Saudi Arabia,2015,Business and professional   (000),1880.5754521110684
Saudi Arabia,2015,Total number of tourist by method of arrival   (000),17994.225958628147
Saudi Arabia,2015,Air   (000),11966.744493620614
Saudi Arabia,2015,Land   (000),5979.052859238781
Saudi Arabia,2015,Water   (000),48.42860576817818
Saudi Arabia,2015,Guests   (000),17994.22452136867
Saudi Arabia,2015,Guests in all types of accommodatio   (000),4197.072004904208
Saudi Arabia,2015,Guests in hotels and similar establishments   (000),13797.15395372364
Saudi Arabia,2015,Overnights   (Night),193084.25782401144
Saudi Arabia,2015,Overnights in all types of accommodation   (Night),58414.92479622584
Saudi Arabia,2015,Overnights in hotels and similar establishments   (Night),134669.3330277856
Saudi Arabia,2015,Total expenditure by type expenditure   (US$ Mn),26994.263125409605
Saudi Arabia,2015,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),22421.582711002902
Saudi Arabia,2015,International Passenger transport   (US$ Mn),4572.680414406705
Saudi Arabia,2015,Expenditure by type of tourist   (US$ Mn),22421.582711002902
Saudi Arabia,2015,Expenditure of tourist   (US$ Mn),21999.941848687795
Saudi Arabia,2015,Expenditure of same-day tourist   (US$ Mn),421.6408623151037
Saudi Arabia,2015,Expenditure by main purpose of the trip   (US$ Mn),22421.582711002902
Saudi Arabia,2015,Personal   (US$ Mn),19728.685770620577
Saudi Arabia,2015,Business and professional   (US$ Mn),2692.896940382259
Saudi Arabia,2015,Total number of local visitors (000),54116.8469715809
Saudi Arabia,2015,Total number of tourists   (000),46450.43346700832
Saudi Arabia,2015,Same-day Visitor   (000),7666.413504572581
Saudi Arabia,2015,Total number of tourists by main Purpose of Trips   (000),46450.42766029186
Saudi Arabia,2015,Personal   (000),44590.67515489375
Saudi Arabia,2015,"holidays, leisure and recreation   (000)",19018.962134877915
Saudi Arabia,2015,other personal purposes   (000),25571.713020015828
Saudi Arabia,2015,Business and professional   (000),1859.7525053981155
Saudi Arabia,2015,Total number of tourist by method of arrival   (000),46450.42766029186
Saudi Arabia,2015,Air   (000),3757.427692599817
Saudi Arabia,2015,Land   (000),42671.0207744085
Saudi Arabia,2015,Water   (000),21.985
Saudi Arabia,2015,Total guests   (000),46450.43346700832
Saudi Arabia,2015,Guests in all types of accommodatio   (000),11975.212748743905
Saudi Arabia,2015,Guests in hotels and similar establishments   (000),34475.217718264415
Saudi Arabia,2015,Overnights   (Night),240622.63003326365
Saudi Arabia,2015,Overnights in all types of accommodation   (Night),75193.75478070253
Saudi Arabia,2015,Overnights in hotels and similar establishments   (Night),165428.87525256112
Saudi Arabia,2015,Tourism Expenditure   (US$ Mn),13700.802138429312
Saudi Arabia,2015,Tourist Trips Expenditure   (US$ Mn),12794.172562960348
Saudi Arabia,2015,Same-day Trips Expenditure   (US$ Mn),906.6295754689629
Saudi Arabia,2015,Expenditure by main purpose of the trip   (US$ Mn),13700.80214189589
Saudi Arabia,2015,Personal   (US$ Mn),12741.792420999185
Saudi Arabia,2015,Business and professional   (US$ Mn),959.0097208967055
Saudi Arabia,2015,Total number of departing visitors (000),25053.50263913715
Saudi Arabia,2015,Total number of tourists   (000),20818.840444369238
Saudi Arabia,2015,Same-day Visitor   (000),4234.662194767913
Saudi Arabia,2015,"Number of departing tourists, according to their departing destinations (000)",20818.840444369245
Saudi Arabia,2015,Outbound Tourism from GCC  (000) — Gulf Cooperation Council,11038.424584689707
Saudi Arabia,2015,Outbound Tourism from UAE  (000) — Emirates,3044.38854674709
Saudi Arabia,2015,Outbound Tourism from  Bahrain  (000) — Bahrain,4537.918548128666
Saudi Arabia,2015,Outbound Tourism from Oman  (000) — Oman,187.4964421027921
Saudi Arabia,2015,Outbound Tourism from Qatar  (000) — Qatar,973.1564379972582
Saudi Arabia,2015,Outbound Tourism from Kuwait  (000) — Kuwait,2295.4646097139052
Saudi Arabia,2015,Outbound Tourism Africa  (000) — Africa,621.7119069589041
Saudi Arabia,2015,Outbound Tourism from Americas  (000) — America,144.70806571751896
Saudi Arabia,2015,Outbound Tourism from  Asia and the Pacific  (000) — Asia and Pacific,2964.3584657577076
Saudi Arabia,2015,Outbound Tourism from Europe  (000) — Aruba,954.311430144176
Saudi Arabia,2015,Outbound Tourism from Middle East  (000) — Middle East,5095.305163968842
Saudi Arabia,2015,Outbound Tourism from Other not classified  (000) — Other Countries,0.020827132381649485
Saudi Arabia,2015,Total number of tourists by main Purpose of Trips   (000),20818.840444369238
Saudi Arabia,2015,Personal   (000),19597.569471079998
Saudi Arabia,2015,"holidays, leisure and recreation   (000)",12279.262396281716
Saudi Arabia,2015,other personal purposes   (000),7318.307074798281
Saudi Arabia,2015,Business and professional   (000),1221.270973289241
Saudi Arabia,2015,Total number of tourist by method of arrival   (000),20818.84044436924
Saudi Arabia,2015,Air   (000),10616.749760365907
Saudi Arabia,2015,Land   (000),10136.58054823897
Saudi Arabia,2015,Water   (000),65.510135764364
Saudi Arabia,2015,Total expenditure by type expenditure   (US$ Mn),28214.257181070225
Saudi Arabia,2015,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),23441.97010708595
Saudi Arabia,2015,International Passenger transport   (US$ Mn),4772.2870739842765
Saudi Arabia,2015,Expenditure by type of tourist   (US$ Mn),23441.970107085952
Saudi Arabia,2015,Expenditure of tourist   (US$ Mn),22432.162008206386
Saudi Arabia,2015,Expenditure of same-day tourist   (US$ Mn),1009.8080988795648
Saudi Arabia,2015,Expenditure by main purpose of the trip   (US$ Mn),23441.97010708594
Saudi Arabia,2015,Personal   (US$ Mn),21403.513470209127
Saudi Arabia,2015,Business and professional   (US$ Mn),2038.4566368768126
Saudi Arabia,2015,Number of rooms in accommodation services by type   (Room),348028.0
Saudi Arabia,2015,Direct Contribution of Tourism to Employment   (%),0.04155292069697168
Saudi Arabia,2015,Inbound tourism expenditure over GDP   (%),1.7092336788435258
Saudi Arabia,2015,Outbound tourism expenditure over GDP   (%),3.1127830728183175
Saudi Arabia,2015,Tourism balance (inbound minus outbound tourism expenditure) over GDP   (%),-1.4000000000000001
Saudi Arabia,2015,"Tourism openness (inbound plus outbound tourism expenditure, over GDP)   (%)",4.8
Saudi Arabia,2015,Tourism coverage (inbound over outbound tourism expenditure)   (%),54.910144358244125
Saudi Arabia,2015,Inbound tourism expenditure over exports of goods   (%),5.494345323100063
Saudi Arabia,2015,Inbound tourism expenditure over exports of services   (%),77.26341782263084
Saudi Arabia,2015,Inbound tourism expenditure over exports of goods and services   (%),5.129571924424306
Saudi Arabia,2015,Inbound tourism expenditure over Balance of Payments current account credits   (%),4.590966574000384
Saudi Arabia,2015,Outbound tourism expenditure over imports of goods   (%),12.787000027796621
Saudi Arabia,2015,Outbound tourism expenditure over imports of services   (%),23.133687087031518
Saudi Arabia,2015,Outbound tourism expenditure over imports of goods and services   (%),8.23510019391581
Saudi Arabia,2015,Outbound tourism expenditure over Balance of Payments current account debits   (%),6.7816400165455395
Saudi Arabia,2015,Gross travel propensity   (%),2.2561087391488344
Saudi Arabia,2015,Demand Carrying capacity   (%),2.031800816680264
Saudi Arabia,2015,12_b_1 Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools   (%),0.0
Saudi Arabia,2015,Inbound tourists (Intra Tourism)  (000) — Gulf Cooperation Council,6698.666395957522
Saudi Arabia,2015,Inbound tourists (Intra Tourism)  (000) — Emirates,1194.0319382706816
Saudi Arabia,2015,Inbound tourists (Intra Tourism)  (000) — Bahrain,1702.9296475266751
Saudi Arabia,2015,Inbound tourists (Intra Tourism)  (000) — Oman,273.76380542483207
Saudi Arabia,2015,Inbound tourists (Intra Tourism)  (000) — Qatar,1155.6778362892996
Saudi Arabia,2015,Inbound tourists (Intra Tourism)  (000) — Kuwait,2372.2631684460334
Saudi Arabia,2015,Inbound tourists (Intra Tourism)  (000) — Other Countries,11295.563000000004
Saudi Arabia,2015,Same day visitors coming (Intra Tourism)(000) — Gulf Cooperation Council,3827.3467690414873
Saudi Arabia,2015,Same day visitors coming (Intra Tourism)(000) — Emirates,302.63983202325807
Saudi Arabia,2015,Same day visitors coming (Intra Tourism)(000) — Bahrain,1583.5293481994959
Saudi Arabia,2015,Same day visitors coming (Intra Tourism)(000) — Oman,117.490107049698
Saudi Arabia,2015,Same day visitors coming (Intra Tourism)(000) — Qatar,808.0051562109891
Saudi Arabia,2015,Same day visitors coming (Intra Tourism)(000) — Kuwait,1015.6823255580462
Saudi Arabia,2015,Same day visitors coming (Intra Tourism)(000) — Other Countries,12.54589358504154
Saudi Arabia,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Gulf Cooperation Council,24273.869140350227
Saudi Arabia,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Emirates,5552.103788429106
Saudi Arabia,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Bahrain,4832.450168347199
Saudi Arabia,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Oman,1845.7477696196195
Saudi Arabia,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Qatar,3905.3748519326946
Saudi Arabia,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Kuwait,8138.192562021604
Saudi Arabia,2015,Number of nights for Tourists coming (Intra Tourism) (000) — Other Countries,168810.3886836612
Saudi Arabia,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Gulf Cooperation Council,6171.400466657002
Saudi Arabia,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Emirates,1358.6987840784432
Saudi Arabia,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Bahrain,1050.7569056889442
Saudi Arabia,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Oman,495.20457430868254
Saudi Arabia,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Qatar,982.8664332162914
Saudi Arabia,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Kuwait,2283.8737693646403
Saudi Arabia,2015,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Other Countries,15828.541382030737
Saudi Arabia,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Gulf Cooperation Council,420.3452667889508
Saudi Arabia,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Emirates,19.660890675523916
Saudi Arabia,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Bahrain,250.4175847120581
Saudi Arabia,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Oman,8.033401775962997
Saudi Arabia,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Qatar,64.3190564609813
Saudi Arabia,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Kuwait,77.91433316442453
Saudi Arabia,2015,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Other Countries,1.2955955261506258
Saudi Arabia,2015,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Emirates,1194.031938270681
Saudi Arabia,2015,Inbound tourists by Air (Intra Tourism) (000) — Emirates,445.0228666601485
Saudi Arabia,2015,Inbound tourists by land (Intra Tourism)  (000) — Emirates,748.4470038245644
Saudi Arabia,2015,Inbound tourists by water(Intra Tourism)  (000) — Emirates,0.562067785968
Saudi Arabia,2015,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Bahrain,1702.9296475266776
Saudi Arabia,2015,Inbound tourists by Air (Intra Tourism) (000) — Bahrain,150.91956304792697
Saudi Arabia,2015,Inbound tourists by land (Intra Tourism)  (000) — Bahrain,1551.5698397244967
Saudi Arabia,2015,Inbound tourists by water(Intra Tourism)  (000) — Bahrain,0.440244754254
Saudi Arabia,2015,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Oman,273.7638054248322
Saudi Arabia,2015,Inbound tourists by Air (Intra Tourism) (000) — Oman,208.25291195128713
Saudi Arabia,2015,Inbound tourists by land (Intra Tourism)  (000) — Oman,65.51089347354505
Saudi Arabia,2015,Inbound tourists by water(Intra Tourism)  (000) — Oman,0.2782085845396071
Saudi Arabia,2015,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Qatar,1155.6778362893008
Saudi Arabia,2015,Inbound tourists by Air (Intra Tourism) (000) — Qatar,140.98610294407496
Saudi Arabia,2015,Inbound tourists by land (Intra Tourism)  (000) — Qatar,1014.6917333452259
Saudi Arabia,2015,Inbound tourists by water(Intra Tourism)  (000) — Qatar,0.2782085845396071
Saudi Arabia,2015,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Kuwait,2372.263168446039
Saudi Arabia,2015,Inbound tourists by Air (Intra Tourism) (000) — Kuwait,331.7965028378638
Saudi Arabia,2015,Inbound tourists by land (Intra Tourism)  (000) — Kuwait,2040.4666656081752
